ENTRIES IN BLUE HAVE BEEN ADDED BY THE GUARDIAN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
reportkey,Guardian incident url,lat,long,bundle,Guardian headline,dateoccurred,type,category,Guardian edited category,trackingnumber,title,summary,region,attackon,complexattack,reportingunit,unitname,typeofunit,friendlywia,friendlykia,hostnationwia,hostnationkia,civilianwia,civiliankia,enemywia,enemykia,enemydetained,mgrs,latitude,longitude,originatorgroup,updatedbygroup,ccir,sigact,affiliation,dcolor
15937D9D-1F8E-468A-960A-88D846BB5F4A,http://www.guprod.gnl/world/afghanistan/warlogs/15937D9D-1F8E-468A-960A-88D846BB5F4A,32.19337845,64.80557251,309,Apache helicopter strike outside Kandahar,12.03.2008 03:25,Enemy Action,Direct Fire,Other,2008-072-043547-0812,ISAF1 120325Z TF KANDAHAR DF TIC IVO FOB SANGIN (1 x GBR WIA. 3 x EKIA),"At 0325Z, TF Kandahar reported that an unknown number of insurgents engaged friendly forces with RPG fire and small arms fire at 41S PR 702 633 in the a Lashkarga district, Helmand province. Friendly forces returned fire with direct fire weapons and requesting AH support.  TF Kandahar requested an urgent surgical MEDEVAC for 1 x GBR MIL WIA to Bastion Role 2. At 0647Z, 2 x AH-64D positively identified 8 insurgents with PKM&amp;apos;&amp;apos;s in the vicinity of the first engagement.  2 x AH-64&amp;apos;&amp;apos;s engaged new target.  Event closed at 1251Z.

BDA: 1 x GBR MIL WIA, MM(S)03-12D
         3 x EKIA

ISAF Tracking # 03-290",RC SOUTH,ENEMY,FALSE,CJTF-82,CJTF-82,None Selected,0,0,0,0,0,0,0,3,0,41SPR7019963300,32.19337845,64.80557251,UNKNOWN,UNKNOWN,,,ENEMY,RED
78EA5086-D1C1-46B5-9796-B054B5C7C581,http://www.guardian.co.uk/world/afghanistan/warlogs/78EA5086-D1C1-46B5-9796-B054B5C7C581,31.80838013,64.5181427,167,"Patrol shoots ""too close"" driver",13.03.2008 06:55,Friendly Action,Escalation of Force,Civilian casualties,2008-073-084534-0203,ISAF1 130655Z TF HELMAND EOF IVO FOB PRICE,"At 0655Z, TF Helmand reported that a Local National vehicle drove too close to a friendly forces patrol at 41R PR 437 202, Nahr Surkh district of Helmand province. Friendly forces fired 1x red flare at the vehicle and 5x rounds into the hood of the vehicle when it failed to stop. The vehicle stopped and the LN was treated for a gun shot wound to the right arm.
ISAF tracking # 03-332.",RC SOUTH,FRIEND,FALSE,CJTF-82,CJTF-82,None Selected,0,0,0,0,1,0,0,0,0,41RPR4370120200,31.80838013,64.5181427,UNKNOWN,UNKNOWN,,,FRIEND,BLUE
7BE93069-2219-0B3F-9FC8ADDCFCCA9F38,http://www.guardian.co.uk/world/afghanistan/warlogs/7BE93069-2219-0B3F-9FC8ADDCFCCA9F38,32.14966965,63.41675186,175,Pakistan allegedly offering money for assassination of Indian road workers,22.03.2008 00:00,Threat Report,Attack Threat,Other,20080322000041SNR393571,(THREAT REPORT) ATTACK THREAT RPT  Khashroad ,"ISI ORDER MURDER AND KIDNAPPINGS
Organization(s) Involved: HAQQANI NETWORK,INTER-SERVICES INTELLIGENCE DIRECTORATE,TALIBAN SOUTH
23 MAR 2008, RCS INTSUM 750, NSI
12.Attacks Against Road Construction Workers:  (NSI)  Credible reporting dated 22 Mar 08, indicated attacks against civil engineers and workers building roads in NIMRUZ Province are being planned.  In one particular case, it was reported that the ISI ordered Serajuddin HAQQANI to eliminate Indian nationals working in AFGHANISTAN, in exchange for amounts between 15,000 and 30,000 USD.  According to the same report, TB are also planning to kidnap doctors, officers (NFI), engineers and labourers who work on the roads between ZARANI and DELARAM.  (BICP PIR 1.2, 1.3)",RC WEST,ENEMY,FALSE,RCS INTSUM,,,0,0,0,0,0,0,0,0,0,41SNR393571,32.14966965,63.41675186,ISAF HQ,ISAF HQ,,,ENEMY,RED
7C0DB2B9-2219-0B3F-9F4695A5C669CD99,http://www.guardian.co.uk/world/afghanistan/warlogs/7C0DB2B9-2219-0B3F-9F4695A5C669CD99,32.25289154,65.01042175,177,"Iranian-made parts for makeshift bombs smuggled to Taliban, US claims",04.04.2008 00:00,Threat Report,IED Threat,Other,20080404000041SPR8938770241,(THREAT REPORT) IED THREAT RPT  Kajaki ,"IRANIAN MADE RCIED IN SOUTHERN PROVINCES
Organization(s) Involved: OPPOSING MILITANT FORCES
04 APR 2008, ISAF HQ SEWOC SUMMARY 08097, NSI
(NS REL ISAF) Iran Made RCIEDs Spread in Afghan Southern Provinces
(NS REL ISAF) According to information from 31 MAR 08, the Taliban managed to deliver 20 pieces of RCIEDs made in Iran to KAJAKI and SANGIN Districts, HELMAND Province. RCIEDs will be reportedly transferred to a final location in the GHORAK area of KANDAHAR province and in the DEH RAWOD and TARIN KOWT areas, URUZGAN Province.
",RC SOUTH,ENEMY,FALSE,,,,0,0,0,0,0,0,0,0,0,41SPR8938770241,32.25289154,65.01042175,ISAF HQ,ISAF HQ,,,ENEMY,RED
3CF667CA-B6A5-6339-4EE2C7BC3DF44A89,http://www.guardian.co.uk/world/afghanistan/warlogs/3CF667CA-B6A5-6339-4EE2C7BC3DF44A89,35.40445328,71.42596436,74,"Soldier shoots colleague for ""foot-stamping"" overhead",11.04.2008 03:30,Friendly Fire,Green-Green,Afghan friendly fire,20080411033042SYE203206,(FRIENDLY FIRE) GREEN-GREEN RPT   ETT 7-3 : 1 ANSF KIA ,"REF SIR ATTATCHED

AT 100141APR08Z, SABER TOC RECEIVED A REPORT FROM COP KAMU THAT TWO ANA SOLDIERS AT THE WEST OP (42SYE 2015 2010) HAD BEEN ENGAGED IN AN ARGUMENT.  ONE ANA SOLDIER SHOT AND KILLED THE OTHER ANA SOLDIER. THE NAMES OF THE TWO ANA SOLDIERS ARE ALI GUL HUSSEIN AND OMRAN ABDUL GHAIFER. ALI GUL SHOT AND KILLED OMRAN ABDUL GHAIFER.  APPARENTLY, ALI GUL HAD BEEN ON THE ROOF OF THE WEST OP STOMPING HIS FEET. OMRAN ABDUL GHAIFER TOLD HIM TO STOP.  ALI GUL THEN SHOT OMRAN ABDUL GHAIFER.  ALI GUL HAS BEEN TAKEN INTO CUSTODY BY ANA OFFICERS AT CAMP KAMU.  TF SABER IS CURRENTLY WORKING IMMEDIATE AMR TO RETURN BODY OF DECEASED SOLDIER AS WELL AS THE SHOOTER TO FOB NARAY FOR ONWARD MOVEMENT.  THE DECEASED SOLDIER HOME OF RECORD IS KABUL, AFGHANISTAN. THE 2D KANDAK S-2 OFFICER WILL CONDUCT INITIAL INVESTIGATION FOR ANA.

BDA: 1 X ANA KIA, 1 X ANA DETAINED
",RC EAST,FRIEND,,CSTC-A JOC NCO,ETT 7-3,ANSF,0,0,0,1,0,0,0,0,0,42SYE203206,35.40445328,71.42596436,CSTC-A JOC NCO,101 Bridge SIGACTS Manager,,,FRIEND,BLUE
4BC602C6-A0A7-9894-4620197D88137CCE,http://www.guardian.co.uk/world/afghanistan/warlogs/4BC602C6-A0A7-9894-4620197D88137CCE,30.97563171,66.49227142,90,Border patrol firefight with Pakistani troops,14.04.2008 06:44,Friendly Fire,Green-Green,Afghan friendly fire,20080414064442RTV605296,(FRIENDLY FIRE) GREEN-GREEN RPT   TF KANDAHAR : 1 ANSF WIA 2 CIV WIA ,"At 0644Z TF Kandahar reported a fire fight between 4th ABP BDE and Pakistan Pishin Scouts IVO 42R TV 605 296 in Spin Boldak of Kandahar province. Gen Sailfullah has launched the QRF. D SQN 12 Regiment and JDCC have launched their QRFs. 

UPDATE: AT 0730L A VEHICLE APPROACHED THE BOARDER FROM THE PAKISTAN SIDE. ABP BLOCKED TO STOP THE VEHICLE. THE VEHICLE WENT AROUND THE ABP AND OPENED FIRE. ONE OF THE OCCUPANTS LEFT THE VEHICLE AND THE ABP FIRED. AS A RESULT, 2 X PAKISTANI WOUNDED AND 1 X ABP WIA. CDR D SQN 12RBC ORDERED CEASE FIRE AND REQUESTED TO RC(S) THAT THE ABP RESOLVE THE SITUATION. A MEETING WAS CONDUCTED AND THE PAKISTAN PERSONNEL AND ABP REACHED AN AGREEMENT. NFI EVENT CLOSED. 

BDA: 1 X ABP WIA, 2 X PAKISTANI (UNK AFFILIATION) WOUNDED


ISAF #04-353.",RC SOUTH,FRIEND,,LAND WATCH,TF KANDAHAR,ANSF,0,0,1,0,2,0,0,0,0,42RTV605296,30.97563171,66.49227142,LAND WATCH,CSTC-A JOC BTL CPT,,,FRIEND,BLUE
8758FE65-CC0D-A2FB-6ED987FF54265924,http://www.guardian.co.uk/world/afghanistan/warlogs/8758FE65-CC0D-A2FB-6ED987FF54265924,33.63291931,62.2624855,190,"Soldiers firefight with ""bribe-taking"" police",25.04.2008 12:50,Friendly Fire,Green-Green,Afghan friendly fire,20080425125041SMT3160021700,(FRIENDLY FIRE) GREEN-GREEN RPT    : 2 ANSF WIA ,"REFERENCE ISAF INCIDENT 04-0685.

RC(W) / IT OMLT REPORTS THAT 6X ANA RANGERS WERE DRIVING BY A CP IN ADRESKAN DISTRICT AND OBSERVED AN ANP CP POLICE OFFICER TAKING MONEY FROM A CIVILIAN TRUCK DRIVER.  ANA INVESTIGATED AND FOUND THE POLICE OFFICER WAS TAKING A BRIBE, SO THEY ATTACKED AND BEAT THE ANP OFFICER. A FIRE FIGHT ENSUED BETWEEN THE ANA AND ANP LASTING 15 MINUTES. THERE WERE TWO ANA WOUNDED AND EVACUATED TO HERAT HOSPITAL. THE COMMANDANT OF ADRESKAN ARRESTED ALL THE ANP OFFICERS AT THE CP, AND THEY WERE PLACED IN JAIL IN ADRESKAN PENDING THE INVESTIGATION BY THE COMMANDANT AND THE CRIMINAL OFFICER.

BDA: 2 X ANA WIA",RC WEST,FRIEND,,RC(W) / IT OMLT,,ANSF,0,0,2,0,0,0,0,0,0,41SMT3160021700,33.63291931,62.2624855,CSTC-A JOC NCO,101 Bridge SIGACTS Manager,,,FRIEND,BLUE
8C24C988-D9C1-00C2-D3DA048AA13ADB87,http://www.guardian.co.uk/world/afghanistan/warlogs/8C24C988-D9C1-00C2-D3DA048AA13ADB87,34.52973175,69.17987061,201,Convoy fearing suicide bomb shoots Kabul civilian,26.04.2008 13:35,Friendly Action,Escalation of Force,Civilian casualties,20080426133542SWD1650720909,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TFPHX LOGISTICS TASK FORCE : 1 CIV WIA ,"EGGERS-TACOPS REPORTS THAT AN ELEMENT OF THE TASK FORCE PHOENIX LOGISITICS TASK FORCE (LTF) WAS OUTSIDE CAMP EGGERS.  A LN APPROACHED A THREE HWMMV CONVOY ON SOUTH STREET FROM THE WEST AND WAS RUNNING WITH BOTH HANDS AGAINST HIS CHEST.  THE LN MALE PASSED THROUGH ANP SECURITY AND APPROACHED THE SECOND GUN TRUCK. THE LN TRIED TO GET INTO THE VEHICLE.  TWO U.S. SOLDIERS FIRED AND LN WAS HIT IN THE CHEST AND LEG. THE US SOLDIERS PROVIDED MEDICAL CARE AND THE LN WAS MEDEVAC'D TO KAIA FOR MEDICAL TREATMENT.  NO UPDATE AT THIS TIME AS TO THE PATIENT'S CONDITION. MORE TO FOLLOW.
",RC CAPITAL,FRIEND,,RC(C) / TF PHOENIX,TFPHX LOGISTICS TASK FORCE,CF,0,0,0,0,1,0,0,0,0,42SWD1650720909,34.52973175,69.17987061,CSTC-A JOC NCO,CSTC-A JOC NCO,,,FRIEND,BLUE
7C35DE4B-2219-0B3F-9F69F3FFCBF4DD1E,http://www.guardian.co.uk/world/afghanistan/warlogs/7C35DE4B-2219-0B3F-9F69F3FFCBF4DD1E,34.91064072,70.37924957,179,Taliban allegedly plotting to poison coalition forces in honour of Bin Laden,01.05.2008 00:00,Threat Report,Other,Other,20080501000042SXD26006400,(THREAT REPORT) OTHER RPT  Nuristan ,"PLAN TO POISON CF IN NURISTAN PROVINCE
Organization(s) Involved: OPPOSING MILITANT FORCES
03 MAY 2008, TF BAYONET INTSUM 323, NSI
(S//REL TO USA, GCTF, ISAF, NATO) Insurgent Plan To Poison CF In Nuristan Province On 01 May 2008, insurgent leader Mulvi ((Nasim)) met with associates at his home in Kowtalay Village (42SXD2664), Nurgaram District, Nuristan Province, Afghanistan.  Nasim passed out a substance he described as poison with instructions to add to food or drink CF would consume in local villages during normal patrols.  Once a Coalition Soldier ingests the poison, the substance will enter the stomach and the soldier will die.  (Source Comment - The poison is called //Osama Kapa// in honor of Osama ((Bin Laden)).  Nasim said a bodyguard of Bin Laden developed the poison.  I do not know how much poison Nasim has in his possession.  I believe this poison is available to other insurgent commanders in Laghman Province, Afghanistan.)  
Once a Coalition Soldier has ingested the substance and died, Nasim claimed three unidentified individuals will attack Forward Operating Base Kalagush, Nurgaram District, Nuristan Province with unidentified explosives.  Nasim believes once a Soldier has been poisoned, the remaining forces will be sufficiently distracted to allow a successful attack on the U.S. base.  (Source Comment - I do not know if the base attackers will be suicide bombers.) 
Mulvi Nasim is approximately 38 years old, 67 to 69 inches tall, of a medium build, and wears a full black beard roughly four inches in length.  Nasim has a small mole under one of his eyes and usually covers his face with a scarf during the day.  (Source comment-Nasim has squinty eyes, like a man from china.)  Nasim owns a shop in Kowtalay Village that sells general goods, and Nasim occasionally operates it himself.  (Source Comment - The shop is labeled number six, and Nasim will lock the shop if police or Coalition vehicles are in the area.  The shop is not continuously open for business, and is sometime operated by an unidentified relative.)
On 01 May 2008, Coalition Forces recovered roughly three grams of the substance.  (Field Comment - The substance appears to be a fine white powder and weighs roughly three grams.  The substance was obtained packaged in two clear plastic bags, and was subsequently packaged by coalition forces into two additional plastic bags, sealed in a clear plastic container, and wrapped and tapped in a black garbage bag.) 
(S//REL TO USA, ISAF, NATO) Source:  //OTS 6-044-5262-08//Source is an Afghan male with direct access to the reported information via proximity to the information.  Source has no known tribal affiliation.  This is source's fifth time reporting.  Source reliability cannot be determined.  Context Statement - Source wants to assist Coalition Forces with the security in Nuristan Province and to strengthen the Afghan Government.  (DIIR-HCT12-0172-08)",RC EAST,ENEMY,FALSE,,,,0,0,0,0,0,0,0,0,0,42SXD26006400,34.91064072,70.37924957,ISAF HQ,ISAF HQ,,,ENEMY,RED
E6DE5721-C1B7-1821-05893E43509A6C58,http://www.guardian.co.uk/world/afghanistan/warlogs/E6DE5721-C1B7-1821-05893E43509A6C58,33.16999817,68.78999329,282,Soldier on convoy kills civilian near Sharana base,05.05.2008 13:45,Friendly Fire,Blue-White,Civilian casualties,20080505134542SVB8042070153,(FRIENDLY FIRE) BLUE-WHITE RPT   CJTF PHOENIX : 1 CIV KIA ,"[20:14] <PBG_LNO_OPS> S:  PCC REPORTS THAT A LOCAL NATIONAL WAS SHOT BY A US CONVOY
[20:14] <PBG_LNO_OPS> A:  AFTER TALKING TO SHARANA PRT INITIAL INVESTIGATION HAS DETERMINED THAT A PRT CONVOY RETURNING TO FOB SHARANA FIRED A WARNING SHOT THAT RICOCHET OFF THE GROUND AND MAY HAVE HIT THE LN
[20:14] <PBG_LNO_OPS> L: UNKNOWN
[20:14] <PBG_LNO_OPS> T:  1515Z
[20:14] <PBG_LNO_OPS> R: NONE, LN IS CURRENTLY AT SHARANA HOSPITAL,  PRT IS CONDUCTING INVESTIGATION AND WILL UPDATE THE SITUATION.
[20:19] <PBG_LNO_OPS> UPDATE TO LN SHOOTING: ETT HAS CONFIRMED THAT THE LN HAS DIED OF WOUNDS
",RC EAST,FRIEND,,ARSIC_EAST J2 QC,CJTF Phoenix,CF,0,0,0,0,0,1,0,0,0,42SVB8042070153,33.16999817,68.78999329,ARSIC_EAST J2 QC,CSTC-A JOC BTL CPT,,,FRIEND,BLUE
C193D64B-EFD8-29EE-C1127750398FAE78,http://www.guardian.co.uk/world/afghanistan/warlogs/C193D64B-EFD8-29EE-C1127750398FAE78,33.06190109,68.66255951,245,Afghan police kill six civilians in revenge attack,06.05.2008 13:01,Friendly Action,Other,Other,20080506130142SVB685582,(FRIENDLY ACTION) OTHER RPT   1/2/203 KANDAK  : 2 ANSF KIA 6 CIV KIA ,"031800LMAY2008 NDS and 1/2/203 Kandak Commander come to ETT compound and discuss ambush of ANP in Muskhel.  NDS says ANP were ambushed outside of Mest enroute back to KKC.  The solution of having the ANP go back to Yosufkhel and spend the night within the base was brought up, the NDS Chief said no.  O/a 032030L ETT/ANA QRF from KKC linkup with ANP and bring them back to KKC with 2 ANP KIA.  051800L the Kandak Commander mentions that the Kandak had to resupply the outpost at Yosufkhel because the bazaar was closed due to civilian deaths during the ambush.  This was the first time this ETT heard about civilians being killed and both the Kandak Commander and the ETT believed it was due to stray rounds during the ambush in Muskhel.  060600L ETT/ANA SP KKC enroute to Yosufkhel to hold Shura with local government and village elders to request that they reopen bazaar and discuss incident.  06730L both ETT and Kandak Commander are told that the deaths were the result of retaliation after the ambush in Muskhel while the ANP were enroute back to the KKC area.  Both the ANP Police Chief and the local leaders say that the Jani Khel Police Chief was responsible and ANP from Khayr Kot were involved.  The Shura lasted for about two hours with the Kandak Commander saying he will inform his higher and the ETT responding the same.  The Kandak Commander relayed that the community should let the government investigate and calmed their anger for the time being.  No ANA/US/CF personnel were involved in this incident. 
Yosufkhels village elders and local government to take incident to governor of Paktika.  Adverse publicity extremely likely because community feels government doesn't support them and ANP are representative of this government. 

BDA: 2 X ANP KIA, 6 X LN (CIV) KILLED",RC EAST,FRIEND,,CSTC-A JOC NCO,1/2/203 Kandak,CF,0,0,0,2,0,6,0,0,0,42SVB685582,33.06190109,68.66255951,CSTC-A JOC NCO,CSTC-A JOC BTL CPT,,,FRIEND,BLUE
F66F2A1F-05F6-AF32-C5BA7252A6A128A2,http://www.guardian.co.uk/world/afghanistan/warlogs/F66F2A1F-05F6-AF32-C5BA7252A6A128A2,31.48851776,64.32133484,295,"'""Warning shot"" wounds driver",17.05.2008 07:14,Friendly Action,Escalation of Force,Civilian casualties,20080517071441RPQ2550084500,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF HELMAND : 1 CIV WIA ,"At 0714Z, TF Helmand reports PRT Helmand preformed Escalation of Force on 1 x ln vehicle which failed to stop at a visual and audible signals IVO 41RPQ 25500 84500, in Nawa Barakzayee, of Helmand province.  FF fired  warning shots and a ricochete caused 1 x ln wia.  FF requested MEDEVAV. ISAF tracking #05-646.",RC SOUTH,FRIEND,,LAND WATCH,TF HELMAND,CF,0,0,0,0,1,0,0,0,0,41RPQ2550084500,31.48851776,64.32133484,LAND WATCH,101 Bridge SIGACTS Manager,,,FRIEND,BLUE
0EEE0C62-FF9A-70F8-4D5CB2B1ADB8B8B4,http://www.guardian.co.uk/world/afghanistan/warlogs/0EEE0C62-FF9A-70F8-4D5CB2B1ADB8B8B4,33.17214584,68.79621124,26,Afghan intelligence shoot police trooper in dispute,21.05.2008 12:30,Friendly Fire,Blue-Blue,Coalition friendly fire,20080521123042SVB81007039,(FRIENDLY FIRE) BLUE-BLUE RPT   ANP PROVINCIAL HQ : 1 ANSF KIA ,"ON 21 MAY 08 AT APPROXIMATELY 1700L AN ANP SOLDIER AT A BAZAAR GOT INTO A FIGHT WITH TWO NATIONAL DEFENSE SOLDIERS (NDS). THE ANP RETURNED TO THE ANP HQ COMPOUND TO RETRIEVE HIS AK-47. THE ANP SOLDIER EXITED THE COMPOUND AND GUNFIRE WAS EXCHANGED WITH THE NDS SOLDIERS. THE NDS SOLDIERS HAD A DSHKA MOUNTED ON A VEHICLE AND THE NDS SOLDIERS KILLED THE ANP. ANA, PMT, AND ETT WERE INVOLVED AFTER THE FACT. PRIMARY FOCUS WAS SEPARATING THE TWO AND CREATING A TRUCE BETWEEN ANP AND NDS LEADERSHIP. 

BDA: 1 X ANP KILLED",RC EAST,FRIEND,,CSTC-A JOC BTL CPT,ANP PROVINCIAL HQ,ANSF,0,0,0,1,0,0,0,0,0,42SVB81007039,33.17214584,68.79621124,CSTC-A JOC BTL CPT,CSTC-A JOC BTL CPT,,,FRIEND,BLUE
562D2AEC-B1E5-6070-9F28498E06E0B5A8,http://www.guardian.co.uk/world/afghanistan/warlogs/562D2AEC-B1E5-6070-9F28498E06E0B5A8,32.64414597,68.27508545,112,"Polish troops mistakenly shoot man in ""suicide vest""",04.06.2008 09:36,Friendly Action,Escalation of Force,Civilian casualties,TF WHITE EAGLE,(FRIENDLY ACTION) ESCALATION OF FORCE RPT   TF WHITE EAGLE : 1 CIV WIA ,"ISAF # 06-168
D7 0936Z
UNIT: TF WHITE EAGLE

TYPE: SAF

TIMELINE:
AT 0936Z, PBG REPORT THAT A PBG SOLDIER ENGAGED A LOCAL NATIONAL THAT APPEARED TO BE WEARING A SUICIDE VEST.  LN WAS SHOT AFTER LN IGNORED WARNINGS TO STOP BY PBG SOLDIER. LN WAS SHOT IN THE FOOT.  MEDEVAC HAS BEEN SUBMITTED.

UPDATE:
AT 1145Z, THE LN WAS MEDEVAC TO OE.  NO FURTHER INFORMATION WAS REPORTED.


SUMMARY:
SAF
MM(E) 06-04E

BDA:
LN WIA: 1 

EVENT CLOSED 1145Z",RC EAST,FRIEND,,TF Currahee SIGACT Manager S-3,TF WHITE EAGLE,CF,0,0,0,0,1,0,0,0,0,42SVB3201012070,32.64414597,68.27508545,TF Currahee SIGACT Manager S-3,101 Bridge SIGACTS Manager,,,FRIEND,BLUE
8C5B7A4C-07F6-0B88-30CD5E27D5B93898,http://www.guardian.co.uk/world/afghanistan/warlogs/8C5B7A4C-07F6-0B88-30CD5E27D5B93898,32.87607574,68.95061493,203,Irrigation ditch-digger shot dead and companion wounded for fear of IEDs,15.06.2008 03:36,Friendly Fire,Blue-White,Civilian casualties,20080615033642SVB9538037550,(FRIENDLY FIRE) BLUE-WHITE RPT   C 2-506 IN IVO  (ROUTE CHARGERS): 1 CIV KIA 1 CIV WIA ,"UNIT: WHITE CURRAHEE

TYPE: POSSIBLE IED IMPLACERS

TIMELINE: 
AT 0336Z, C/2-506 ENGAGED 2 X POSSIBLE IED IMPLACERS VIC CHARBARAN, D.C.   THE SUSPECTED AAF WERE LN'S DIGGING AN IRRIGATION DITCH 30 METERS OFF RTE CHARGERS.  THE SUSPECTED AAF (LN), WAS KIA, AND THE OTHER LN RAN OFF AND COULD NOT BE LOCATED. THE LOCAL ANP DELIVERED THE LN BODY TO THE FAMILY. A HHA DROP WILL OCCUR LATER TODAY AND A SHURA WILL BE HELD WEDNESDAY WITH THE LOCALS. AN IO MESSAGE IS CURRENTLY BEING DEVELOPED ABOUT DIGGING NEAR ROADS.

SUMMARY:
POSSIBLE IED IMPLACERS
42SVB 95380 37550
D1 0336Z



BDA:
LN KIA: 1
LN WIA: 1

EVENT CLOSED 0703Z

ISAF # 06-0654

Update
OFFENSIVE engagement w/ Alleged CIVCAS
UPDATE
First Impression report complete
Update 
Second Impression report complete
UPDATE 
Investigation report complete

Based on latest update changes in title and category 
",RC EAST,FRIEND,,TF Currahee / SIGACT Manager S-3,C 2-506 IN,CF,0,0,0,0,1,1,0,0,0,42SVB9538037550,32.87607574,68.95061493,TF Currahee SIGACT Manager S-3,J3 ORSA,,,FRIEND,BLUE
CFDE04ED-B66A-3320-5BF53D1CC457DF87,http://www.guardian.co.uk/world/afghanistan/warlogs/CFDE04ED-B66A-3320-5BF53D1CC457DF87,34.10028076,68.76365662,264,Police shoot own officer in error,28.06.2008 08:30,Friendly Fire,Blue-Blue,Coalition friendly fire,20080628083042SVC78207330,(FRIENDLY FIRE) BLUE-BLUE RPT   PAKTIKA PMT-TEAM 2 : 1 ANSF WIA ,"REFERENCE PAKTIKA PMT SIR A002:

PAKTIKA PMT-TEAM 2 REPORTS THAT AT APPROXIMATELY 0600L, THE PAKTIKA AND THE GHANZI PMTS  WERE RETURNING  FROM THE JALABAD REGIONAL TRAINING FACILITY, AND WERE  TRAVELING SOUTH BOUND ON MSR OHIO. APPROXIMATELY 1 MILE FROM ROUTE GEORGIA, A TRACTOR TRAILER OPERATED BY A LOCAL NATIONAL LOST CONTROL OF THE VEHICLE, AND THE VEHICLE OVERTURNED. AN INVESTIGATION WAS INITIATED BY THE REPORTING OFFICER WITH THE ASSISTANCE OF THE GHAZNI PMT PERSONNEL AND ANP. DURING THE INVESTIGATION IT WAS DISCOVERED THAT AN ANP POLICE OFFICER (IDENTIFIED AS ABDUEL JABAR ASSIGNED TO THE SARHHAWZA POLICE DISTRICT) WAS SHOT ONCE IN THE UPPER THIGH.  WHILE THE ANP OFFICER WAS BEING TREATED BY SPC WARD (PAKTIKA PMT MEDIC), THE REPORTING OFFICER NOTIFIED THE 2 BCT TOC AND REQUESTED A MEDEVAC VIA BFT (REQUEST SENT IN 0615 HOURS). AT 0700 HOURS, THE MEDEVAC ARRIVED ON SCENE AND TRANSPORTED THE PATIENT TO THE NEAREST CSH. THE REPORTING OFFICER CONDUCTED A PRELIMINARY INVESTIGATION TO DETERMINE AS HOW THE ANP OFFICER RECEIVED THE GUNSHOT WOUND. WITH THE ASSISTANCE OF ASSIGNED PAKITKA PMT INTERPRETERS, THE UNDERSIGNED DETERMINED THAT THE ANP OFFICER MAY HAVE BEEN A VICTIM OF FRIENDLY FIRE FROM HIS OWN ANP. ACCORDING TO WITNESSES (ANP OFFICERS), THE TRUCK ACCELERATED AND SWERVED INTO THEIR CONVOY. THE ANP OFFICERS FEARING THAT THE TRUCK MIGHT BE A POSSIBLE VBIED DISCHARGED SEVERAL ROUNDS AT THE TRUCK.  NO US FORCES FIRED ROUNDS. AT APPROXIMATELY 0600, THE PAKTIKA AND THE GHANZI PMTS  WERE RETURNING  FROM THE JALABAD REGIONAL TRAINING FACILITY, AND WERE  TRAVELING SOUTH BOUND ON MSR OHIO. APPROXIMATELY 1 MILE FROM ROUTE GEORGIA, A TRACTOR TRAILER OPERATED BY A LOCAL NATIONAL LOST CONTROL OF THE VEHICLE, AND THE VEHICLE OVERTURNED. AN INVESTIGATION WAS INITIATED BY THE REPORTING OFFICER WITH THE ASSISTANCE OF THE GHAZNI PMT PERSONNEL AND ANP. DURING THE INVESTIGATION IT WAS DISCOVERED THAT AN ANP POLICE OFFICER (IDENTIFIED AS ABDUEL JABAR ASSIGNED TO THE SARHHAWZA POLICE DISTRICT) WAS SHOT ONCE IN THE UPPER THIGH.  WHILE THE ANP OFFICER WAS BEING TREATED BY SPC WARD (PAKTIKA PMT MEDIC), THE REPORTING OFFICER NOTIFIED THE 2 BCT TOC AND REQUESTED A MEDEVAC VIA BFT (REQUEST SENT IN 0615 HOURS). AT 0700 HOURS, THE MEDEVAC ARRIVED ON SCENE AND TRANSPORTED THE PATIENT TO THE NEAREST CSH. THE REPORTING OFFICER CONDUCTED A PRELIMINARY INVESTIGATION TO DETERMINE AS HOW THE ANP OFFICER RECEIVED THE GUNSHOT WOUND. WITH THE ASSISTANCE OF ASSIGNED PAKITKA PMT INTERPRETERS, THE UNDERSIGNED DETERMINED THAT THE ANP OFFICER MAY HAVE BEEN A VICTIM OF FRIENDLY FIRE FROM HIS OWN ANP. ACCORDING TO WITNESSES (ANP OFFICERS), THE TRUCK ACCELERATED AND SWERVED INTO THEIR CONVOY. THE ANP OFFICERS FEARING THAT THE TRUCK MIGHT BE A POSSIBLE VBIED DISCHARGED SEVERAL ROUNDS AT THE TRUCK.  NO US FORCES FIRED ROUNDS.  AS A NOTE, FOB GHAZNI TOC WAS NOTIFIED BY CPT CURTISS (GHAZNI PMT CHIEF) AND BY THE FOB RUSHMORE TOC OF THE ACCIDENT AND THE NEED FOR ENGINEER ASSETS AND LOCAL ANP TO SECURE THE SCENE.

BDA: 1 X ANP WOUNDED 
",RC EAST,FRIEND,,CSTC-A JOC NCO,PAKTIKA PMT-TEAM 2,CF,0,0,1,0,0,0,0,0,0,42SVC78207330,34.10028076,68.76365662,CSTC-A JOC NCO,CSTC-A JOC BTL CPT,None Selected,CSTC-A JOC NCO,FRIEND,BLUE
